^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,^,^,<,W,W,>,>,>,<,^,^,^,W,>,>,>,>,>,W,^,>,v,v,W,>,>,>,>,>,>,v,<,>,v,v,>,>,^,^,^,>,>,v,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,^,^,<,W,W,>,>,>,<,^,^,^,W,>,>,>,>,>,W,^,>,v,v,W,>,>,>,>,>,>,v,<,>,v,v,>,>,^,^,^,>,>,v,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,^,^,<,W,W,>,>,>,<,^,^,>,W,>,>,>,>,>,W,^,>,v,v,W,>,>,>,>,>,>,v,<,>,v,v,>,>,^,^,^,>,>,v,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,^,^,<,W,W,>,>,>,<,^,^,>,W,>,>,>,>,>,W,^,>,v,v,W,>,>,>,>,>,>,v,<,>,v,v,>,>,^,^,^,>,>,v,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,^,^,<,W,W,>,>,>,<,^,^,>,W,>,>,>,>,>,W,^,>,v,v,W,>,>,>,>,>,>,v,<,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,^,<,W,W,>,>,>,<,^,^,>,W,>,>,>,>,>,W,^,>,v,v,W,>,>,>,>,>,>,^,<,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,^,<,W,W,>,>,>,<,^,^,>,W,>,>,>,>,>,W,^,>,v,v,W,>,>,>,>,>,>,^,<,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,^,<,W,W,>,>,>,<,^,^,>,W,>,>,>,>,>,W,>,>,v,v,W,>,>,>,>,>,>,^,<,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,^,<,W,W,>,>,>,<,^,^,>,W,>,>,>,>,>,W,>,>,v,v,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,^,<,W,W,>,>,>,<,^,^,>,W,>,>,>,>,>,W,>,>,v,v,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,<,^,^,>,W,>,>,>,>,>,W,>,>,v,v,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,<,^,^,>,W,>,>,>,>,>,W,>,>,v,v,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,<,^,^,>,W,>,>,>,>,>,W,>,>,v,v,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,<,^,>,>,W,>,>,>,>,>,W,>,>,v,v,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,<,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,<,>,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,<,>,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,<,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,<,>,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,>,>,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,>,>,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,>,>,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,<,^,<,<,W,W,>,>,>,>,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,^,<,<,W,W,>,>,>,>,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,>,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,v,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
^,^,^,^,^,W,>,>,>,W,<,<,<,W,v,>,>,>,^,<,<,<,W,W,>,>,>,>,^,>,>,W,>,^,>,>,>,W,>,>,v,>,W,>,>,>,>,>,>,^,>,>,>,>,>,>,^,^,^,>,>,^,<,>,^,^,^,W,>,^,^,^,^,^,^,^,W,>,W,^,^,
